	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA	sentiment_BREYER	sentiment_GINSBURG	sentiment_KENNEDY	sentiment_ROBERTS	sentiment_SCALIA
08-289	-1	6/25/09	6	9	"""THOMAS C. HORNE, SUPERINTENDENT, ARIZONA PUBLIC INSTRUCTION v. MIRIAM FLORES et al."""	14.0	1.0	1.0	-1.0	-1.0	0.25	6/25/09	5	4	1	1.0	1.0	0.7452229299363057	0.0291970802919708	-0.1111111111111111	-0.020331262939958596	-0.1637318563789152	0.03935374149659865	-0.032315162907268186	-0.020185117727800655
08-304	1	3/30/10	3	10	"""GRAHAM COUNTY SOIL AND WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON"""	-11.0	0.2	0.0	-1.0	0.0	-0.6363636363636364	3/30/10	7	2	1	-0.6053921568627451	-0.4950166112956811	-1.0	-0.5922330097087378	-0.9150141643059492	-0.0036006264267133825	-0.08389724310776943	-0.03592261904761905	-0.2222222222222222	-0.04830475794969151
08-305	1	6/22/09	6	9	FOREST GROVE SCHOOL DISTRICT v. T. A.	-26.0	-1.0	-1.0	-1.0	0.3333333333333333	-0.7777777777777778	6/22/09	6	3	0	-1.0	-0.8627450980392157	-1.0	-0.5384615384615384	-0.9789473684210528	0.11030844155844154	0.06127899877899877	0.1476190476190476	-0.017427248677248673	0.06949404761904762
08-310	0	6/15/09	6	9	"""POLAR TANKERS, INC. v. CITY OF VALDEZ, ALASKA"""	-2.0	-0.42857142857142855	-0.3333333333333333	-1.0	1.0	-0.6	6/15/09	7	2	1	-0.14574314574314573	-0.8415841584158416	-0.42857142857142855	1.0	-0.2908704883227176	0.025634920634920642	-0.31452380952380954	0.175	0.08589285714285712	0.044594735270778854
08-322	-1	6/22/09	6	9	"""NORTHWEST AUSTIN MUNICIPAL UTILITY DISTRICT NUMBER ONE v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al."""	13.0	1.0	1.0	-0.6666666666666666	1.0	-1.0	6/22/09	8	1	1	1.0	1.0	-0.015384615384615384	-0.4610778443113773	-0.398936170212766	-0.029166666666666667	0.038461538461538464	0.009176587301587297	0.05034722222222221	0.00456574675324678
08-351	-1	12/8/09	12	9	"""ANITA ALVAREZ, COOK COUNTY STATE'S ATTORNEY v. CHERMANE SMITH et al."""	38.0	-0.25	1.0	0.0	1.0	1.0	12/8/09	8	1	1	0.55895865237366	1.0	0.0	0.7922077922077922	0.87109375	0.1550409226190476	-0.05285714285714286	0.0	0.07242063492063494	-0.05305500658761529
08-441	-1	6/18/09	6	9	"""JACK GROSS v. FBL FINANCIAL SERVICES, INC."""	21.0	1.0	1.0	0.0	0.5	0.0	6/18/09	5	4	0	1.0	0.8417266187050358	1.0	0.5584415584415584	1.0	-0.0074579831932773104	-0.035846560846560856	0.02619047619047619	0.013442460317460318	0.2222222222222222
08-453	1	6/29/09	6	9	"""ANDREW M. CUOMO, ATTORNEY GENERAL OF NEW YORK v. THE CLEARING HOUSE ASSOCIATION, L. L. C., et al."""	-23.0	-0.5	0.0	-1.0	-1.0	-0.6	6/29/09	5	4	1	0.4675767918088738	1.0	-1.0	-0.5714285714285714	-0.7142857142857143	-0.060384199134199124	0.047881880024737165	0.0	0.05666260822510822	0.4297061011904762
08-472	0	4/28/10	4	10	"""KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al. v. FRANK BUONO"""	-14.0	0.0	1.0	0.0	-1.0	-0.3333333333333333	4/28/10	5	4	1	0.7467248908296943	0.3020833333333333	1.0	-0.44015444015444016	-0.2537313432835821	-0.06547619047619048	0.12368962736609795	0.0	0.006926796926796944	-0.030116642616642618
08-479	-1	6/25/09	6	9	"""SAFFORD UNIFIED SCHOOL DISTRICT #1, et al.v. APRIL REDDING"""	16.0	1.0	1.0	1.0	0.0	1.0	6/25/09	8	1	1	1.0	1.0	1.0	0.45	0.5471698113207547	-0.03997673782156541	-0.003750000000000005	0.0482142857142857	0.01567460317460318	0.015288445127154805
08-495	0	6/15/09	6	9	"""MANOJ NIJHAWAN v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	-14.0	0.0	1.0	0.3333333333333333	-1.0	0.0	6/15/09	9	0	0	0.0	0.3333333333333333	-0.5064935064935064	-0.6233183856502242	-0.0784313725490196	0.0	-0.11416666666666668	0.09	-0.20584415584415586	0.1736666666666667
08-538	1	6/17/10	6	10	WILLIAM G. SCHWAB v. NADEJDA REILLY	0.0	0.0	0.0	0.0	0.0	0.0	6/17/10	6	3	1	0.0	0.0	0.0	0.0	0.0	-0.020800264550264545	0.15518650793650796	0.15189909297052157	-0.018300653594771243	0.034970238095238096
08-586	0	3/30/10	3	10	"""JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P."""	-5.0	0.0	0.0	-1.0	0.0	1.0	3/30/10	9	0	1	1.0	-0.8545454545454545	-0.5922330097087378	0.3456221198156682	0.8767123287671232	-0.10470899470899472	-0.03611111111111111	0.02537202380952383	-0.0013997906855049633	0.11221590909090909
08-598	0	6/1/09	6	9	"""DAVID BOBBY, WARDEN v. MICHAEL BIES"""	-9.0	-0.5	-0.2	1.0	0.0	0.0	6/1/09	9	0	1	-0.5348837209302325	-0.4467289719626169	1.0	0.2054794520547945	0.0	-0.046803751803751806	-0.09323809523809522	0.009696969696969697	-0.058272946859903384	0.0
08-604	0	12/8/09	12	9	"""UNION PACIFIC RAILROAD COMPANY v. BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN GENERAL COMMITTEE OF ADJUSTMENT, CENTRAL REGION"""	8.0	1.0	1.0	0.0	-1.0	0.0	12/8/09	9	0	0	1.0	1.0	0.0	-0.6357388316151202	-0.7777777777777778	-0.08410714285714287	-0.0270703933747412	0.0	-0.006321839080459771	0.11435472739820565
08-645	-1	5/17/10	5	10	TIMOTHY MARK CAMERON ABBOTT v. JACQUELYN VAYE ABBOTT	28.0	1.0	1.0	1.0	0.0	1.0	5/17/10	6	3	1	0.8602409638554217	1.0	0.2937685459940653	-0.25	0.5238095238095238	-0.1763157894736842	-0.06818783068783069	-0.02797619047619046	-0.10833333333333335	-0.21616300366300367
08-651	-1	3/31/10	3	10	JOSE PADILLA v. KENTUCKY	12.0	-1.0	0.0	1.0	0.0	0.42857142857142855	3/31/10	7	2	1	0.26666666666666666	1.0	1.0	0.05172413793103448	0.7022900763358778	0.02271062271062274	-0.035714285714285705	0.2225	0.10052028218694883	-0.7109848484848484
08-660	1	6/8/09	6	9	"""UNITED STATES ex rel. IRWIN EISENSTEIN v. CITY OF NEW YORK, NEW YORK, et al."""	-34.0	-1.0	-1.0	0.0	-0.6	-1.0	6/8/09	9	0	0	-1.0	-1.0	0.0	-0.10782241014799154	-0.8589928057553957	0.10607142857142857	0.036547619047619044	0.0	-0.03405418985776128	0.03948794261294261
08-661	-1	5/24/10	5	10	"""AMERICAN NEEDLE, INC. v. NATIONAL FOOTBALL LEAGUE et al."""	41.0	0.8181818181818182	0.0	1.0	1.0	1.0	5/24/10	9	0	1	0.9889807162534436	1.0	1.0	0.5903614457831325	1.0	0.2507936507936508	0.0	0.02342436974789916	0.0435846560846561	-0.06666666666666667
08-674	1	1/13/10	1	10	"""NRG POWER MARKETING, LLC, et al. v. MAINE PUBLIC UTILITIES COMMISSION et al."""	0.0	0.0	0.0	0.0	0.0	0.0	1/13/10	8	1	1	0.0	0.0	0.0	0.0	0.0	0.04817275747508304	-0.10277777777777779	0.06666666666666667	0.05357142857142857	0.06705898268398269
08-678	-1	12/8/09	12	9	"""MOHAWK INDUSTRIES, INC. v. NORMAN CARPENTER"""	10.0	1.0	1.0	0.0	-1.0	1.0	12/8/09	9	0	0	1.0	-0.7853107344632768	0.0	0.21194029850746268	1.0	0.16666666666666666	-0.32001488095238095	0.0	0.17572951739618406	0.019209956709956708
08-680	1	2/24/10	2	10	"""MARYLAND v. MICHAEL BLAINE SHATZER, SR."""	-29.0	-1.0	-1.0	-1.0	0.0	-1.0	2/24/10	9	0	1	-1.0	-1.0	-1.0	-1.0	-1.0	0.005291005291005294	0.050158730158730166	0.035256410256410256	0.16572619047619047	0.13406084656084655
08-681	0	4/22/09	4	9	"""JEAN MARC NKEN v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	10.0	0.3333333333333333	0.0	0.0	1.0	1.0	4/22/09	7	2	1	-0.7414965986394558	-0.8857142857142857	1.0	0.5512195121951221	1.0	0.0704887218045113	0.04583333333333334	-0.13285185185185183	0.07211640211640212	-0.11666666666666665
08-724	0	1/12/10	1	10	"""KEITH SMITH, WARDEN v. FRANK G. SPISAK, JR."""		0.0	0.0	0.0	0.0	0.0	1/12/10	9	0	1	-1.0	-0.3509933774834437	-1.0	-0.3673965936739659	-1.0	-0.04069402228976698	0.010949235949235933	-0.048809523809523817	0.03463203463203467	0.04385435992578849
08-728	0	3/8/10	3	10	TAYLOR JAMES BLOATE v. UNITED STATES	-2.0	-0.3333333333333333	0.0	1.0	-1.0	0.3333333333333333	3/8/10	7	2	1	0.05314009661835749	1.0	0.9636363636363636	-0.6129032258064516	0.5	-0.2477843915343915	0.05075757575757576	-0.10449735449735449	0.018273809523809526	0.007333333333333325
08-769	0	4/20/10	4	10	UNITED STATES v. ROBERT J. STEVENS	4.0	-1.0	0.3333333333333333	-0.3333333333333333	-0.14285714285714285	0.1111111111111111	4/20/10	8	1	0	0.9146666666666666	0.5474452554744526	-0.6503496503496503	-0.191358024691358	0.6398891966759003	0.016071428571428577	0.16755952380952382	-0.0036706349206349167	-0.06987103174603175	-0.05412305948020234
08-810	-1	4/21/10	4	10	"""SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al."""	36.0	1.0	1.0	1.0	0.1111111111111111	0.5	4/21/10	5	3	1	0.18592964824120606	1.0	1.0	0.1566265060240964	-0.2058823529411765	0.06101705833848692	-0.18095238095238095	0.125	-0.03083333333333331	0.048341836734693874
08-861	-1	6/28/10	6	10	"""FREE ENTERPRISE FUND AND BECKSTEAD AND WATTS, LLP v. PUBLIC COMPANY ACCOUNTING OVERSIGHT BOARD et al."""	48.0	1.0	1.0	-0.2	-0.14285714285714285	0.7	6/28/10	5	4	1	1.0	1.0	0.4260869565217391	-0.12154696132596685	0.2978723404255319	-0.10837438423645318	-0.038734567901234564	0.24732142857142858	0.05630325814536338	-0.14074103599773244
08-876	0	6/24/10	6	10	"""CONRAD M. BLACK, JOHN A. BOULTBEE, AND MARK S. KIPNIS v. UNITED STATES"""	-18.0	-1.0	1.0	0.0	0.0	1.0	6/24/10	9	0	1	-1.0	-0.5652173913043478	0.08235294117647059	-0.5981735159817352	-0.005649717514124294	0.029563492063492063	-0.3257575757575758	-0.24750000000000003	0.06808473389355743	-0.07343750000000002
08-905	-1	4/27/10	4	10	"""MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al."""	30.0	0.0	1.0	1.0	1.0	1.0	4/27/10	9	0	0	0.05154639175257732	0.9661016949152542	0.0	0.7291666666666666	1.0	-0.05137362637362636	-0.08293650793650792	-0.38125	0.047186147186147186	0.05791666666666666
08-911	1	1/20/10	1	10	"""AGRON KUCANA v. ERIC H. HOLDER, JR., ATTORNEY GENERAL"""	-22.0	-1.0	0.0	-1.0	-0.3333333333333333	-0.14285714285714285	1/20/10	9	0	1	-1.0	0.7460317460317459	-0.7831325301204819	-0.6876712328767123	-0.2764976958525346	0.0826221397649969	0.2857142857142857	0.21197089947089948	0.028514384920634926	-0.18606421356421352
08-964	1	6/28/10	6	10	"""BERNARD L. BILSKI AND RAND A. WARSAW v. DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE"""	0.0	0.0	0.0	0.0	0.0	0.0	6/28/10	9	0	0	0.0	0.0	0.0	0.0	0.0	0.08634823848238483	0.0	0.17500000000000002	-0.14444444444444446	0.17500000000000002
08-969	0	1/25/10	1	10	"""HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK"""	-1.0	0.09090909090909093	1.0	-1.0	-1.0	-0.3333333333333333	1/25/10	5	3	1	-0.4209445585215606	-0.05333333333333334	-0.7355371900826446	0.19411764705882356	-0.05905511811023623	0.04393588664421997	-0.031083562901744726	-0.0038461538461538325	-0.2212587412587413	-0.09614060245310244
08-970	-1	4/21/10	4	10	"""SONNY PERDUE, GOVERNOR OF GEORGIA, et al. v. KENNY A., BY HIS NEXT FRIEND LINDA WINN, et al."""	20.0	1.0	0.0	1.0	0.6	0.2	4/21/10	5	4	1	1.0	0.8638297872340426	-0.04433497536945813	0.6379821958456974	0.2552552552552553	-0.1390429292929293	-0.1433333333333333	0.24575396825396822	0.11572310405643738	-0.04200854700854702
08-974	-1	5/24/10	5	10	"""ARTHUR L. LEWIS, JR., et al. v. CITY OF CHICAGO, ILLINOIS"""	33.0	1.0	0.7142857142857143	0.0	1.0	0.0	5/24/10	9	0	1	1.0	0.8427518427518428	-1.0	0.9011627906976744	-0.7647058823529411	-0.05620039682539682	0.0312992562992563	0.0	-0.0778603341103341	-0.39285714285714285
08-992	0	12/8/09	12	9	"""JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. JOSEPH J. KINDLER"""	0.0	0.0	-1.0	0.0	-1.0	0.0	12/8/09	8	0	1	-1.0	-0.03636363636363636	0.022421524663677132	-0.4415584415584416	-1.0	0.0856792717086835	0.4089285714285715	0.14444444444444443	0.04841269841269843	0.12416666666666668
08-998	-1	6/7/10	6	10	"""JAN HAMILTON, CHAPTER 13 TRUSTEE v. STEPHANIE KAY LANNING"""		0.0	0.0	0.0	0.0	0.0	6/7/10	8	1	0	0.0	1.0	0.8235294117647058	0.6140350877192983	0.7875	0.0	-0.028968253968253976	-0.011111111111111118	-0.10174603174603175	-0.11401515151515151
09-10245	0	6/23/11	6	11	WILLIAM FREEMAN v. UNITED STATES		0.0	0.0	0.0	0.0	0.0	6/23/11	5	4	1	0.30538922155688625	0.0	1.0	-1.0	0.5817490494296578	0.08433862433862438	0.0	0.128125	0.02976190476190476	-0.25648148148148153
09-1036	1	3/1/11	3	11	"""DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS"""		0.0	0.0	0.0	0.0	0.0	3/1/11	8	0	1	1.0	0.15151515151515152	1.0	0.050387596899224806	0.4904942965779467	-0.07752463054187193	-0.14017857142857143	0.0	0.031690858161446414	-0.15551948051948053
09-10876	1	6/23/11	6	11	"""DONALD BULLCOMING, PETITIONER v. NEW MEXICO"""	0.0	0.0	0.0	0.0	0.0	0.0	6/23/11	5	4	1	-1.0	-1.0	-1.0	-1.0	-1.0	-0.011111111111111108	-0.016064664502164504	-0.16666666666666666	0.003174603174603175	-0.011326007326007321
09-1088	0	4/4/11	4	11	"""VINCENT CULLEN, ACTING WARDEN, PETITIONER v. SCOTT LYNN PINHOLSTER"""		0.0	0.0	0.0	0.0	0.0	4/4/11	5	4	1	-0.6296296296296297	0.0	-1.0	0.8032786885245902	-0.6470588235294118	-0.7168181818181818	0.0	0.005681818181818177	0.10909090909090907	-0.09473304473304472
09-11121	1	6/16/11	6	11	"""J. D. B., PETITIONER v. NORTH CAROLINA"""		0.0	0.0	0.0	0.0	0.0	6/16/11	5	4	1	0.7237569060773481	0.548936170212766	-1.0	-0.8036809815950919	-1.0	0.4392188852813853	-0.015714285714285695	0.12333333333333335	0.0738095238095238	-0.3456890331890332
09-11311	0	6/9/11	6	11	"""MARCUS SYKES, PETITIONER v. UNITED STATES"""		0.0	0.0	0.0	0.0	0.0	6/9/11	6	3	0	-0.06636155606407322	0.0	-1.0	0.3170731707317073	-0.0219435736677116	0.08333181098526368	0.0	-0.0013888888888888779	0.32916666666666666	0.11228835978835977
09-11328	0	6/16/11	6	11	"""WILLIE GENE DAVIS, PETITIONER v. UNITED STATES"""		0.0	0.0	0.0	0.0	0.0	6/16/11	7	2	0	1.0	1.0	0.0	1.0	1.0	-0.030808080808080802	0.5	0.08333333333333334	0.0	-0.19866666666666666
09-115	1	5/26/11	5	11	"""CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA, et al., PETITIONERS v. MICHAEL B. WHITING ET AL"""		0.0	0.0	0.0	0.0	0.0	5/26/11	5	3	0	1.0	1.0	-1.0	-0.9491525423728814	-0.2265193370165746	-0.07977642276422764	0.0	0.0	-0.45625	-0.07156746031746031
09-11556	-1	3/29/11	3	11	"""JOSE TOLENTINO, PETITIONER v. NEW YORK"""	-1.0	0.0	0.0	0.0	0.0	0.0	3/29/11	9	0	0	0.02351313969571231	0.09433962264150944	0.0	0.24822695035460995	-0.7606837606837606	-0.03305466085638499	-0.12026515151515152	0.0	0.08333333333333333	-0.1636904761904762
09-1156	-1	3/22/11	3	11	"""MATRIXX INITIATIVES, INC., et al., PETITIONERS v. JAMES SIRACUSANO et al."""		0.0	0.0	0.0	0.0	0.0	3/22/11	9	0	0	0.3958333333333333	-1.0	0.0	0.2796208530805687	0.25842696629213485	-0.31279761904761905	0.052083333333333336	0.0	0.0655038402457757	0.36194444444444446
09-1159	1	6/6/11	6	11	"""BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY, PETITIONER v. ROCHE MOLECULAR SYSTEMS, INC., et al."""		0.0	0.0	0.0	0.0	0.0	6/6/11	7	2	0	1.0	-1.0	0.0	-0.24822695035460995	0.3333333333333333	-0.2416348357524828	0.0	-0.08333333333333333	-0.1680555555555555	-0.10000000000000002
09-1163	0	3/7/11	3	11	"""GLEN SCOTT MILNER, PETITIONER v. DEPARTMENT OF THE NAVY"""		0.0	0.0	0.0	0.0	0.0	3/7/11	8	1	1	0.6206896551724138	-1.0	1.0	0.6847826086956522	-0.4609929078014184	0.057738095238095255	0.22607142857142856	0.0	0.012723214285714324	0.05922619047619049
09-1205	1	6/16/11	6	11	"""KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION"""		0.0	0.0	0.0	0.0	0.0	6/16/11	9	0	1	0.0	0.07272727272727272	0.0	0.09803921568627452	0.2328767123287671	0.0	-0.025727513227513224	0.0	-0.016666666666666677	-0.07698412698412699
09-1227	1	6/16/11	6	11	"""CAROL ANNE BOND, PETITIONER v. UNITED STATES"""	-1.0	0.0	0.0	0.0	0.0	0.0	6/16/11	9	0	1	-0.13333333333333333	0.0	-1.0	-0.1724137931034483	-1.0	-0.0625	0.0	-0.011111111111111108	0.14444444444444446	0.04382284382284382
09-1233	1	5/23/11	5	11	"""EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., APPELLANTS v. MARCIANO PLATA et al."""	0.0	0.0	0.0	0.0	0.0	0.0	5/23/11	5	4	0	-1.0	-1.0	-1.0	-1.0	-1.0	0.09453083466241362	0.1382142857142857	0.09395604395604394	0.10640756302521008	0.20477272727272727
09-1272	1	5/16/11	5	11	"""KENTUCKY, PETITIONER, v. HOLLIS DESHAUN KING"""	0.0	0.0	0.0	0.0	0.0	0.0	5/16/11	8	1	1	1.0	-0.4901960784313725	-1.0	0.29595015576323985	-0.5542857142857143	-0.2816964285714285	0.1767361111111111	-0.08333333333333333	-0.12399267399267398	-0.09116992630385487
09-1273	1	3/29/11	3	11	"""ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA"""		0.0	0.0	0.0	0.0	0.0	3/29/11	8	0	1	-1.0	0.05263157894736842	-1.0	-0.20226843100189035	-0.3333333333333333	0.12008928571428572	-0.20000000000000004	0.0	-0.002886316581968758	-0.05555555555555555
09-1279	1	3/1/11	3	11	"""FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al."""	0.0	0.0	0.0	0.0	0.0	0.0	3/1/11	8	0	1	0.0	-1.0	0.0	-1.0	-1.0	0.0	-0.12222222222222223	0.0	-0.041666666666666664	0.09583333333333337
09-1343	1	6/27/11	6	11	"""J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO"""		0.0	0.0	0.0	0.0	0.0	6/27/11	6	3	1	1.0	0.8378378378378378	0.4072289156626506	0.9085365853658536	0.37472283813747226	-0.0963718062982769	0.26363636363636367	-0.04705033179539756	0.007575757575757576	0.016598811241668385
09-1403	1	6/6/11	6	11	"""ERICA P. JOHN FUND, INC., FKA ARCHDIOCESE OF MILWAUKEE SUPPORTING FUND, INC., PETITIONER v. HALLIBURTON CO., et al."""		0.0	0.0	0.0	0.0	0.0	6/6/11	9	0	1	1.0	0.0	0.0	-1.0	-1.0	-0.12000000000000002	0.0	0.0	6.938893903907228e-18	-0.37777777777777777
09-1476	1	6/20/11	6	11	"""BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI"""		0.0	0.0	0.0	0.0	0.0	6/20/11	9	0	1	0.0	1.0	1.0	1.0	-1.0	0.0	0.6999999999999998	0.14425925925925925	-0.038095238095238106	0.04875283446712018
09-1498	0	5/26/11	5	11	"""UNITED STATES, PETITIONER v. JASON LOUIS TINKLENBERG"""		0.0	0.0	0.0	0.0	0.0	5/26/11	8	0	0	-1.0	1.0	1.0	-0.7115384615384616	-0.7068965517241379	0.14754174397031536	-0.4270833333333333	0.0	-0.03333333333333333	0.11135531135531135
09-150	0	2/28/11	2	11	"""MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT"""		0.0	0.0	0.0	0.0	0.0	2/28/11	6	2	1	0.5485564304461942	-0.281437125748503	0.8604651162790697	-0.5694444444444444	0.1923743500866551	-0.05818181818181819	0.1875	0.04761904761904764	-0.6712301587301587	-0.019382122507122505
09-152	-1	2/22/11	2	11	"""RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al."""		0.0	0.0	0.0	0.0	0.0	2/22/11	6	2	0	0.4634146341463415	0.8623188405797102	-0.7142857142857143	-0.4409448818897638	-1.0	0.016071428571428625	0.05708333333333332	0.21666666666666667	0.03809145021645023	0.0
09-1533	0	6/9/11	6	11	"""FRANTZ DEPIERRE, PETITIONER v. UNITED STATES"""	1.0	0.0	0.0	0.0	0.0	0.0	6/9/11	9	0	0	0.625	-1.0	-1.0	-1.0	-0.564625850340136	-0.19081632653061223	0.2857142857142857	0.0	-0.6	-0.09789915966386553
09-158	1	6/24/10	6	10	"""BILLY JOE MAGWOOD v. TONY PATTERSON, WARDEN, et al."""		0.0	0.0	0.0	0.0	0.0	6/24/10	5	4	1	-0.8654867256637168	0.6900369003690037	0.2463768115942029	-0.6736596736596736	0.09253731343283582	0.09658167036215817	0.046447351667939896	0.04949013949013949	0.013302403883799267	0.07975824175824174
09-223	0	6/1/10	6	10	"""RICHARD A. LEVIN, TAX COMMISSIONER OF OHIO v. COMMERCE ENERGY, INC., et al."""		0.0	0.0	0.0	0.0	0.0	6/1/10	9	0	1	0.10492505353319058	0.0	1.0	0.4545454545454545	-0.6565656565656566	-0.014508757525998919	-0.08333333333333333	-0.15109890109890112	0.0	-0.24
09-291	1	1/24/11	1	11	"""ERIC L. THOMPSON, PETITIONER v. NORTH AMERICAN STAINLESS, LP"""		0.0	0.0	0.0	0.0	0.0	1/24/11	8	0	1	0.76	0.2	-0.31746031746031744	-0.16923076923076924	0.2706766917293233	-0.049999999999999996	0.15912698412698412	0.006666666666666665	-0.13124999999999998	0.2610119047619047
09-329	1	1/24/11	1	11	"""CHASE BANK USA, NA., PETITIONER v. JAMES A. MCCOY, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED"""	-1.0	0.0	0.0	0.0	-1.0	0.0	1/24/11	9	0	1	-0.5471698113207547	-0.4426229508196721	0.29411764705882354	-0.632183908045977	0.43225806451612897	0.37083333333333335	-0.125	0.3142857142857143	0.06060606060606061	-0.07857142857142858
09-337	0	6/7/10	6	10	WANDA KRUPSKI v. COSTA CROCIERE S. P. A.	-40.0	-0.7333333333333333	-1.0	-1.0	-1.0	-0.25	6/7/10	9	0	1	-0.8167701863354038	-0.07259953161592506	-0.7142857142857143	0.6265060240963856	0.20634920634920634	-0.346157059314954	-0.08412698412698412	0.3417478354978355	0.008886054421768713	-0.2363257575757576
09-338	1	5/3/10	5	10	"""PAUL RENICO, WARDEN v. REGINALD LETT"""		0.0	0.0	0.0	0.0	0.0	5/3/10	6	3	1	0.8702702702702703	0.43157894736842106	0.9638554216867471	-0.7786116322701688	0.2732732732732733	0.1254572510822511	0.2577777777777778	-0.18444444444444444	0.03945256132756135	-0.2713383838383838
09-350	0	11/30/10	11	10	"""LOS ANGELES COUNTY, CALIFORNIA, PETITIONER v. CRAIG ARTHUR HUMPHRIES et al."""		0.0	0.0	0.0	0.0	0.0	11/30/10	8	0	1	1.0	0.5030303030303029	-0.8766519823788547	0.8615384615384616	0.078125	-0.02157738095238097	0.4107142857142857	0.12619047619047621	0.0026098901098901006	0.06904761904761905
09-367	1	6/14/10	6	10	BRIAN RUSSELL DOLAN v. UNITED STATES	9.0	0.6	0.0	-1.0	-1.0	-0.14285714285714285	6/14/10	5	4	0	0.2236842105263158	-0.4672489082969432	-0.8787878787878788	-0.4	-0.38544474393531003	-0.015806159420289845	0.36458333333333337	-0.16666666666666666	0.10876984126984124	-0.11242724867724868
09-400	1	3/1/11	3	11	"""VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL"""		0.0	0.0	0.0	0.0	0.0	3/1/11	8	0	1	1.0	0.8198198198198198	-1.0	0.5971223021582733	1.0	-0.08035714285714288	0.07797619047619048	-3.96508223080413e-18	0.03	-0.05891994478951001
09-448	0	5/24/10	5	10	BRIDGET HARDT v. RELIANCE STANDARD LIFE INSURANCE COMPANY	13.0	1.0	1.0	-1.0	0.3333333333333333	-1.0	5/24/10	9	0	1	0.6853932584269663	1.0	-0.75	0.7794676806083649	-0.4257425742574257	-0.10939393939393935	-0.04075533661740559	0.0998299319727891	0.19044117647058825	0.009865319865319841
09-475	0	6/21/10	6	10	"""MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al."""	28.0	0.0	0.2	1.0	0.5555555555555556	1.0	6/21/10	7	1	1	0.0	0.7487684729064039	1.0	0.6488888888888888	1.0	0.0	-0.0746482683982684	0.2	0.0050823590305687505	-0.041560445727112386
09-497	0	6/21/10	6	10	"""RENT-A-CENTER, WEST, INC. v. ANTONIO JACKSON"""	-8.0	0.14285714285714285	1.0	-0.6666666666666666	0.0	-0.14285714285714285	6/21/10	5	4	1	-0.5685393258426966	1.0	-1.0	-0.04328018223234624	0.0046296296296296285	-0.14722570314675576	-0.03810286935286936	0.06833333333333334	0.11357473544973544	0.09425322061191625
09-520	1	2/22/11	2	11	"""CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al."""		0.0	0.0	0.0	0.0	0.0	2/22/11	7	2	0	1.0	0.0	-0.24398625429553264	0.11627906976744184	1.0	-0.05311984642341784	0.0	-0.11558248299319729	0.047936507936507944	-0.05000000000000002
09-525	0	6/13/11	6	11	"""JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS"""		0.0	0.0	0.0	0.0	0.0	6/13/11	5	4	1	-0.37301587301587297	-0.15789473684210525	-1.0	0.8312757201646089	0.8869257950530035	-0.17773809523809525	0.0	0.026923076923076904	-0.006632653061224494	-0.10615079365079366
